accession,name,description,Parent study,Study Disease/Focus,Study Design,Study Markerset,Study Molecular Data Type,Study Content,Ancestry (computed),NIH Institute,Study Consent,Release Date,Embargo Release Date,Related Terms,Collections
"phs000830.v1.p1","XPC and Non-XPC Cutaneous Squamous Cell Carcinoma Mutation Rate Study","Base mutations occur at higher frequencies within heterochromatin and late-replicating DNA. In this study, we show that regional differences in mutation frequency are absent in portions of the genome that  are not transcribed within cutaneous squamous cell carcinomas (cSCCs) with an XPC-\- genetic background. The XPC-\- genetic background predicates a","Not Applicable","Xeroderma Pigmentosum, Complementation Group C","Prospective Longitudinal Cohort","Not Provided","WGS","4 phenotype datasets, 20 variables, 26 samples sequenced,  SRA, 13 subjects, 26 samples","","NCI","DS-SKCA-MDS --- Disease-Specific (Skin Cancer, MDS), DS-CA-MDS --- Disease-Specific (Cancer, MDS)","2015-09-16","2015-09-16","Skin Neoplasms; Carcinoma, Epidermoid; Carcinoma, Planocellular; Carcinoma, Squamous; Carcinoma, Squamous Cell; Carcinomas, Epidermoid",""
"phs000913.v1.p1","Genomic Analysis of Mycosis Fungoides and S&#x000e9;zary Syndrome","Mycosis Fungoides (MF) and S&#x000e9;zary Syndrome (Sz) comprise the majority of Cutaneous T-Cell Lymphoma (CTCL) cases and are characterized by clinical heterogeneity. This array of symptoms includes skin patches, plaques  and tumors as well as blood involvement and erythroderma. Because the genetic basis of CTCL is still poorly understood, we performed whole-exome","Not Applicable","Mycosis Fungoides","Tumor vs. Matched-Normal","Affymetrix_WG_Array","SNP Genotypes (Array), WXS","4 phenotype datasets, 17 variables, 1 molecular datasets, 170 samples sequenced,  SRA, 93 subjects, 170 samples","","NCI","HMB --- Health/Medical/Biomedical","2015-08-10","2015-08-10","Sezary Syndrome; CTCL / Sezary syndrome; Erythroderma, Sezary; Lymphoma, Sezary's; SC)zary syndrome; SEZARY SYNDROME, SOMATIC","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs000838.v1.p1","Ghana Prostate Study","Participants were recruited through the Ghana Prostate Study-a population-based component, and a clinical component. The population-based component was a probability sample designed using the 2000 Ghana Population and Housing Census  data in an attempt to recruit approximately 1,000 men aged 50-74 years in the Greater Accra region ( 3 million people), which successfully recruited","Not Applicable","Prostatic Neoplasms","Case-Control","HumanOmni5-4","SNP Genotypes (Array)","4 phenotype datasets, 18 variables, 1 molecular datasets, 932 subjects, 932 samples","","NCI","DS-UC-MDS --- Disease-Specific (Urinary Conditions, MDS)","2015-07-10","2015-07-10","Prostatic Hyperplasia; BEP - Benign enlargement of prostate; BPH; BPH - benign prostatic hyperplasia; Benign Hyperplasia of Prostate; Benign Hyperplasia of the Prostate",""
"phs000634.v1.p1","NCI GWAS of Lung Cancer in Never Smokers","A genomewide study of lung cancer in never smokers Abstract and specific aims In the United States, lung cancer incidence and mortality rates have been steadily declining over the past  decade, following decline in the prevalence of tobacco smoking. However, lung cancer remains the leading cause of cancer death, killing more patients","Not Applicable","Lung Neoplasms","Case-Control","HumanOmniExpress-12","SNP Genotypes (Array)","4 phenotype datasets, 26 variables, 4 analyses, 1 molecular datasets, 2320 subjects, 2320 samples","","NCI","GRU-MDS --- General Research Use (MDS), DS-CA --- Disease-Specific (Cancer)","2015-06-29","2015-06-29","Lung Tumor; Lung cancer; Lung neoplasm; Lung tumour; Neoplasm of Lung; Neoplasm of the Lung","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000863.v1.p1","NCI GWAS of Renal Cell Carcinoma in African Americans","The NCI GWAS of renal cell carcinoma (RCC) in African Americans was undertaken to provide insight into genetic loci affecting susceptibility to this malignancy in a racial group known to  be at elevated risk. We genotyped 1,136,723 single-nucleotide polymorphisms (SNPs) among 255 cases and 375 controls of African ancestry from the NCI","Not Applicable","Carcinoma, Renal Cell","Case-Control","Human1M-Duo","SNP Genotypes (Array)","4 phenotype datasets, 17 variables, 1 molecular datasets, 630 subjects, 650 samples","","NCI","DS-RCC-NPU-MDS --- Disease-Specific (Kidney Cancer, NPU, MDS)","2015-06-24","2015-06-24","ADENOCARCINOMA OF KIDNEY; Adenocarcinoma Of Kidneys; Adenocarcinoma of the Kidney; Adenocarcinoma, Renal; Adenocarcinoma, Renal Cell; Adenocarcinomas, Renal Cell",""
"phs000648.v1.p1","Pancreatic Cancer Case-Control Association Study","Pancreatic cancer is the 4th leading cause of cancer death in the United States. This is in large part due to the rapidly fatal course of this disease, as the  vast majority of patients die within months of diagnosis and the five-year survival rate is less than 5. We have brought together over 8000","Not Applicable","Pancreatic Neoplasms","Case-Control","HumanOmniExpressExome-8","SNP Genotypes (Array)","4 phenotype datasets, 19 variables, 1 molecular datasets, 8021 subjects, 8377 samples","European (7589), African (5), East Asian (91), African American (123), Hispanic1 (31), Hispanic2 (73), Other Asian or Pacific Islander (30), South Asian (39), Other (40)","NCI","DS-PACA --- Disease-Specific (Pancreatic Cancer)","2015-06-22","2015-06-22","Cancer of the pancreas; Neoplasia of the pancreas; Neoplasm of Pancreas; Neoplasm of the Pancreas; Neoplasm, Pancreas; Neoplasm, Pancreatic",""
"phs000869.v1.p1","Barrett's and Esophageal Adenocarcinoma Genetic Susceptibility Study    (BEAGESS)","BEAGESS is a genome-wide association study (GWAS) which takes advantage of the extensive data collected by investigators in the Barrett's and Esophageal Adenocarcinoma Consortium (BEACON, http://beacon.tlvnet.net), representing many of the  high-quality population-based and other epidemiologic studies of BE and EA in the world. The overall goal of our research is to evaluate the","Not Applicable","Esophageal Neoplasms","Case-Control","HumanOmni1-Quad","SNP Genotypes (Array)","5 phenotype datasets, 34 variables, 1 molecular datasets, 6923 subjects, 6929 samples","","NCI","GRU-MDS --- General Research Use (MDS)","2015-06-19","2015-06-19","Barrett Esophagus; BARRETT METAPLASIA; BE; Barret syndrome; Barrett Metaplasias; Barrett Syndrome","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000346.v2.p2","Cancer Genetic Markers of Susceptibility for Bladder Cancer (CGEMS    Bladder)","This study funded by the National Cancer Institute (NCI) involves conducting a genome-wide association study of common genetic variants to identify markers of susceptibility to bladder cancer. This bladder GWAS  has led to the discovery of three novel regions in the genome associated with bladder cancer risk. Cases were defined as individuals having","Not Applicable","Urinary Bladder Neoplasms","Case-Control","HumanHap240S, HumanHap300, HumanHap550, Human610-Quad, Human1M-Duo, HumanHap240S, HumanHap300, HumanHap550, Human610-Quad, Human1M-Duo, Human660W-Quad, Not Provided, Human660W-Quad","SNP Genotypes (Array)","4 phenotype datasets, 14 variables, 1 documents, 2 molecular datasets, 11424 subjects, 13060 samples","","NCI","CADM --- Cancer in all age groups, adult diseases, and methods","2015-06-12","2015-06-12","Epithelial Carcinoma; Epithelial Neoplasm, Malignant; Epithelial Neoplasms, Malignant; Epithelial Tumor, Malignant; Epithelial Tumors, Malignant; Epithelioma",""
"phs000912.v1.p1","San Francisco Bay Area Latina Breast Cancer Study","The genome-wide association study (GWAS) includes participants enrolled into two different studies. The first study, the San Francisco Bay Area Cancer Study (SFBCS) is a population-based case-control study of breast  cancer conducted in the San Francisco Bay Area and included women ages 35-79 years from three racial/ethnic groups: Non-Hispanic whites, African","Not Applicable","Breast Neoplasms","Case-Control","imputation_panel, Affymetrix_WG_Array","SNP Genotypes (Array), SNP Genotypes (imputed)","4 phenotype datasets, 23 variables, 2 molecular datasets, 1165 subjects, 1165 samples","European (94), African American (8), Hispanic1 (34), Hispanic2 (977), Other Asian or Pacific Islander (2), South Asian (1), Other (49)","NCI","DS-CABNHD-MDS --- Disease-Specific (Cancer, benign neoplasms, or hematopoietic diseases related to cancer, MDS), GRU-COL --- General Research Use (COL)","2015-06-11","2018-10-25","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer",""
"phs000812.v1.p1","The Breast and Prostate Cancer Cohort Consortium (BPC3) GWAS of    Aggressive Prostate Cancer and ER- Breast Cancer","The Breast and Prostate Cancer Cohort Consortium (BPC3) was established in 2003 to pool data and biospecimens from nine large prospective cohorts to conduct research on gene-environment interactions in cancer  etiology. The BPC3 initially focused on the association of 70 candidate genes in the Steroid Hormone Metabolism and IGF pathways with risk of breast","Not Applicable","Prostatic Neoplasms","Case-Control","imputation_panel, Human610-Quad, HumanHap550, Human660W-Quad, HumanHap550","SNP Genotypes (Array), SNP Genotypes (imputed)","5 phenotype datasets, 46 variables, 2 analyses, 4 molecular datasets, 12501 subjects, 12501 samples","European (12484), Hispanic1 (4), Hispanic2 (6), South Asian (1), Other (6)","NCI","GRU-MDS --- General Research Use (MDS), HMB-PUB-MDS --- Health/Medical/Biomedical (PUB, MDS), DS-BOED-MDS --- Disease-Specific (Breast, Ovarian, or Endometrial Disease, MDS), CADM --- Cancer in all age groups, other disease in adults only and methods","2015-06-11","2015-06-11","NGP - New growth of prostate; Neoplasm of Prostate; Neoplasm of the Prostate; Neoplasm, Prostate; Neoplasm, Prostatic; Neoplasms, Prostate","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000799.v1.p1","Shanghai Breast Cancer Genetics Study (SBCGS)","The Shanghai Breast Cancer Genetics Study (SBCGS) includes data from four population-based studies conducted among Chinese women in urban Shanghai: the Shanghai Breast Cancer Study (SBCS), the Shanghai Breast Cancer  Survival Study (SBCSS), the Shanghai Women's Health Study (SWHS), and the Shanghai Endometrial Cancer Study (SECS, contributing controls only).","Not Applicable","Breast Neoplasms","Case-Control","imputation_panel, Affymetrix_WG_Array","SNP Genotypes (imputed), SNP Genotypes (NGS)","4 phenotype datasets, 17 variables, 2 molecular datasets, 5152 subjects, 5152 samples","","NCI","GRU-PUB-NPU --- General Research Use (PUB, NPU)","2015-06-11","2018-08-28","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer",""
"phs000517.v3.p1","Multiethnic Cohort (MEC) Breast Cancer Genetics","The Multiethnic Cohort Study is a population-based prospective cohort study (n 215,251) that was initiated between 1993 and 1996 and includes subjects from various ethnic groups - African Americans and  Latinos primarily from Californian (great Los Angeles area) and Native Hawaiians, Japanese-Americans, and European Americans primarily from Hawaii.","Not Applicable","Breast Neoplasms","Case-Control","Human660W-Quad, Human1M-Duo, imputation_panel","SNP Genotypes (Array), SNP Genotypes (imputed)","4 phenotype datasets, 19 variables, 1 documents, 2 molecular datasets, 3708 subjects, 3790 samples","European (34), African (21), East Asian (1650), African American (869), Hispanic1 (45), Hispanic2 (992), Other Asian or Pacific Islander (58), Other (39)","NCI","DS-CA --- Disease-Specific (Cancer), GRU-MDS --- General Research Use (MDS), HMB-MDS --- Health/Medical/Biomedical (MDS)","2015-06-11","2014-01-25","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1); NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs000147.v3.p1","CGEMS Breast Cancer GWAS","The initial stage of the Cancer Genetic Markers of Susceptibility (CGEMS) breast cancer genome-wide association study (GWAS) included genotyping 528,173 SNPs (Illumina HumanHap550) in 1,145 postmenopausal women of European ancestry  with invasive breast cancer and 1,142 controls from the Nurses' Health Study (NHS). Subsequently, incident invasive breast cancer cases from the","Not Applicable","Breast Neoplasms","Case-Control","HumanHap550, HumanHap550, imputation_panel","SNP Genotypes (Array), SNP Genotypes (imputed), WXS","4 phenotype datasets, 16 variables, 1 documents, 1 analyses, 3 molecular datasets, 1558 samples sequenced,  SRA, 2576 subjects, 2723 samples","","NCI","GRU --- General Research Use","2015-06-11","2014-02-13","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000868.v1.p1","Transcriptome Sequencing of Pediatric Neuroblastoma","Neuroblastoma is the most common extra-cranial solid tumor in children. It represents 8% to 10% of all childhood cancers. Stage 4 Neuroblastoma is characterized by its clinical heterogeneous outcome. The  special category, stage 4S tumors (2-5% of all NB) are chemo-sensitive, and the patients show spontaneous regression. On the other hand, MYCN","Not Applicable","Neuroblastoma","Case Set","Not Provided","RNA-Seq","4 phenotype datasets, 14 variables, 29 samples sequenced,  SRA, 29 subjects, 29 samples","","NCI","GRU --- General Research Use","2015-06-05","2015-06-05","Not Provided","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs000826.v1.p1","Prediction of Trastuzumab Benefit in Adjuvant Breast Cancer: NSABP B31","Background National Surgical Adjuvant Breast and Bowel Project (NSABP) trial B-31 suggested the efficacy of adjuvant trastuzumab, even in HER2-negative breast cancer. This finding prompted us to develop a predictive  model for degree of benefit from trastuzumab using archived tumor blocks from B-31. Methods Case subjects with tumor blocks were randomly divided","Not Applicable","Breast Neoplasms","Clinical Trial","nCounter_GeneExpressionAssay","miRNA Expression (Array)","4 phenotype datasets, 25 variables, 1 molecular datasets, 1579 subjects, 1579 samples","","NCI","DS-CA-IRB-MDS --- Disease-Specific (Cancer, IRB, MDS)","2015-05-12","2015-05-12","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer",""
"phs000900.v1.p1","Functionally-defined Therapeutic Targets in DIPG","Diffuse Intrinsic Pontine Glioma (DIPG) is a universally fatal childhood cancer. Here, we performed a chemical screen in patient-derived DIPG cell cultures along with RNAseq expression analysis and integrated computational  modeling to identify potentially effective therapeutic strategies. Panobinostat, among the more promising agents identified, demonstrated efficacy in","Not Applicable","Glioma","Prospective Longitudinal Cohort","Not Provided","RNA-Seq, WXS","3 phenotype datasets, 13 variables, 75 samples sequenced,  SRA, 22 subjects, 75 samples","","NCI","GRU --- General Research Use","2015-05-01","2015-05-01","Glial Cell Tumor; Glial Cell Tumors; Glial Neoplasm; Glial Tumor; Neoplasm of Neuroglia; Neoplasm of the Neuroglia","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
