dataset_title,description,dbGaP_phs,dbGaP_URL,PI_name,GPA,dataset_doc,dataset_pmid,funding_source,release_date,limitations_for_reuse,assay_method,study_type,primary_disease,participant_count,sample_count,study_links,related_genes,related_diseases,related_terms
Head and Neck Cancer Genome-Wide Association Study,"Head and neck cancers have well-documented associations with tobacco and alcohol exposure, but the disease develops in only a small fraction of users, which implies an important role for genetic  susceptibility. Therefore, head and neck cancers are an excellent model for studying genetic susceptibility to environmental carcinogens. The primary",phs001173.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001173,"Sanjay Shete, PhD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),,R01CA131324,2017-09-27,GRU,Array_SNP,Case-Control,Squamous Cell Carcinoma of Head and Neck,3333.0,3333.0,,,,Epidermoid Carcinoma of Hypopharynx; Epidermoid Carcinoma of the Hypopharynx; Hypopharyngeal Conventional Squamous Cell Carcinoma; Hypopharyngeal Epidermoid Carcinoma; Hypopharyngeal Squamous Cell Carcinoma; Squamous Cell Carcinoma of Hypopharynx
Time Lapse to Cancer-Defining the Transition from Polyp to Cancer,"In the US, CRC incidence has declined with uptake in colonoscopy for early detection and removal of polyps, the precursor lesion, can stop a cancer from developing but in spite  of this, CRC remains the second leading cause of cancer death in the United States. One third of people who undergo screening colonoscopy will have",phs001384.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001384,"Lisa Boardman, MD",Grace Mishkin,Division of Cancer Treatment and Diagnosis (DCTD),27584834;27567950,R01 CA170357,2017-09-20,HMB,RNA-Seq;Seq_DNA_SNP;Bisulfite-Seq;WGS,Case Set,Colorectal Neoplasms,31.0,268.0,,,Adenoma,"Adenoma; Adenoma, Microcystic; Adenomas, Microcystic; Microcystic Adenomas; microcystic adenoma; microcystic adenoma (morphologic abnormality)"
HNPCC-Sys: Molecular Characterization of Lynch Syndromes,"Lynch Syndrome (LS) tumors are characterized by constitutional mutations in DNA mismatch-repair genes. Colorectal cancers (CRCs) are the predominant tumor type in patients with LS. Here, we have used whole-genome  and transcriptome sequencing of LS- CRC to find similarities and differences of mutation and gene expression characteristics between LS-CRC and",phs001407.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001407,"Markus Loeffler, MD",Ian Fingerman,Division of Cancer Biology (DCB),22810696;28727142,,2017-09-18,DS-LYN-PUB-NPU,RNA-Seq;WGS,Tumor vs. Matched-Normal;Case Set,"Colorectal Neoplasms, Hereditary Nonpolyposis",11.0,46.0,,MSH6;MLH1;MSH2;PMS2,Colorectal Neoplasms;Neoplasms,"CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal"
DNA Inverted Repeats as an At-risk Motif for Palindromic Gene    Amplification,"DNA Inverted Repeats as an At-risk Motif for Palindromic Gene Amplification defines oncogene amplification that is configured as a series of inverted duplications (palindromic gene amplification). To study the impact  of palindromic gene amplification in cancer genomes, we developed an approach to enrich DNA palindromes from genomic DNA (Genome-wide Analysis of",phs001261.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001261,"Hisashi Tanaka, MD, PhD",Ian Fingerman,Division of Cancer Biology (DCB),23181561;28211519;33290559,R01 CA149385;W81XWH1810058,2017-09-13,DS-BRCA-NPU-MDS,WGS;OTHER;Array_SNP,Case Set,Neoplasms by Site,8.0,17.0,,AR;CCND1;ERBB2,Breast Neoplasms;Prostate Neoplasms,Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer
Consortium of Investigators of Modifiers of BRCA1/2 (CIMBA) - OncoArray    Genotypes,"The data come from 40 studies participating in the Consortium of Investigators of Modifiers of BRCA1/2 (CIMBA). CIMBA recruits individuals with pathogenic mutations in BRCA1 or BRCA2. The majority of  carriers were recruited through cancer genetics clinics offering genetic testing, and were enrolled into national or regional studies. The remainder",phs001321.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001321,"Christopher I Amos, PhD;Fergus J Couch, PhD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),28346442;27697780,"X01HG007491 under contract number HHSN268201200008I;CA128978;HHSN268201200008I, NIH contract ""High throughput genotyping for studying the genetic contributions to human disease""",2017-09-11,DS-BROC-MDS-GSO;GRU-NPU;DS-CA-MDS;GRU;DS-BROC-NPU;DS-CA-MDS-GSO;GRU-IRB;DS-BRCA-MDS;CABNHD-MDS,Array_SNP,Cohort,Breast Neoplasms,11841.0,11841.0,http://cimba.ccge.medschl.cam.ac.uk/,BRCA1;BRCA2,Ovarian Neoplasms,Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer
Melanoma Sequential Immune Checkpoint Blockade Treatment Sequencing Study,"Blockade of T cell coinhibitory molecules such as CTLA-4 and PD-1, can activate T cell antitumor response. Although these immune checkpoint blockades (CTLA-4 blockade and PD-1 blockade) have shown durable  response, response rate is modest. Therefore, there is a need to find stable biomarkers predictive of response to immune checkpoint blockades and to",phs001425.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001425,"Andrew Futreal, PhD;Jennifer Wargo, MD",Shannon Hughes,Division of Cancer Biology (DCB),28251903,R1205 01;G-0040,2017-08-24,GRU-PUB-NPU,WXS,Case Set;Longitudinal,Melanoma,34.0,85.0,,,,"Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas"
Foundation Medicine Adult Cancer Clinical Dataset (FM-AD),"The Foundation Medicine adult cancer clinical dataset consists of 18,004 unique solid tumor samples that underwent genomic profiling on a single uniform platform as part of standard clinical care. The  dataset is derived from the FoundationOne&#x000ae; genomic profiling assay version 2 that interrogates exonic regions of 287 cancer-related genes and",phs001179.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001179,"Doron Lipson, PhD;Juliann Chmielecki, PhD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),22981675;28235761,,2017-07-31,HMB-PUB,,Case Set,Neoplasms,18004.0,18004.0,http://foundationone.com/,,Thoracic Neoplasms;Digestive System Neoplasms;Breast Neoplasms;Urogenital Neoplasms;Endocrine Gland Neoplasms;Nervous System Neoplasms;Skin Neoplasms;Head and Neck Neoplasms;Abdominal Neoplasms,Abdominal Neoplasms; Digestive System Neoplasms; Endocrine Gland Neoplasms; Nervous System Neoplasms; Skin Neoplasms; Thoracic Neoplasms
TIGER-LC OncoVar Sequencing,Intrahepatic cholangiocarcinoma (ICC) and hepatocellular carcinoma (HCC) are clinically disparate primary liver cancers with etiological and biological heterogeneity. We performed targeted sequencing of Thai ICC and HCC among the Thailand  Initiative in Genomics and Expression Research for Liver Cancer (TIGER-LC) cohort using the OncoVar platform. Incident cases residing in Thailand of,phs001199.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001199,"Xin Wei Wang, PhD;Mathuros Ruchirawat, PhD",,,28648284,,2017-07-03,GRU,WXS,Case Set,"Carcinoma, Hepatocellular",197.0,394.0,,,Cholangiocarcinoma,"Adult Liver Cancer; Adult Liver Cancers; Cancer, Adult Liver; Cancers, Adult Liver; Carcinoma of Liver Cells; Carcinoma of the Liver Cells"
Genomic Sequencing of Ewing's Sarcoma,The Ewing sarcoma family of tumors (EFT) is a group of malignant small round blue cell tumors that arise in bone or soft tissue. Ewing sarcoma (ES) is the second  most common type of primary bone tumor to affect children and adolescents and accounts for 2.9% of all childhood cancers. This data set reports,phs000768.v2.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000768,"Javed Khan, MD",Kathleen Calzone,Center for Cancer Research (CCR),25010205,National Cancer Institute,2017-06-29,GRU,RNA-Seq;WGS,Case Set,"Sarcoma, Ewing",93.0,99.0,https://ccr.cancer.gov/javed-khan,,"Neuroectodermal Tumors, Primitive, Peripheral","Neuroectodermal Tumors, Primitive, Peripheral; (pPNET) Peripheral Primitive Neuroectodermal Tumors; Ewing sarcoma / PNET; Extracranial Primitive Neuroectodermal Tumor; Neuroectodermal Neoplasm, Peripheral Primitive; Neuroectodermal Tumor, Peripheral"
DRIVE Breast Cancer OncoArray Genotypes,"Discovery, Biology, and Risk of Inherited Variants in Breast Cancer (DRIVE) was one of five projects funded in 2010 as part of the NCI's Genetic Associations and Mechanisms in Oncology  (GAME-ON) initiative (http://epi.grants.cancer.gov/gameon/). GAME-ON's overall goal was to foster an intra-disciplinary and collaborative approach to",phs001265.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001265,"David J. Hunter, ScD",,,27697780,"HHSN268201200008I, NIH contract ""High throughput genotyping for studying the genetic contributions to human disease"";U19 CA148065;X01 HG007491",2017-06-12,DS-CA;HMB-PUB;DS-BROC;DS-CA-NPU-GSO;DS-BCEMOPCA-NPU-MDS;GRU;DS-BRCA-PUB;HMB-PUB-NPU;CADM;DS-BOED-MDS,Array_SNP,Case-Control;Family,Breast Neoplasms,60015.0,60015.0,http://epi.grants.cancer.gov/oncoarray/;http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/,,,Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer
CTLA4:CD28 in Sezary Syndrome,"We sequenced two tumor and one normal whole genome libraries for a Sezary syndrome patient and also sequenced RNA libraries for each tumor. We identified a novel, highly expressed CTLA4:CD28  gene fusion that is predicted to results in a leading to stimulatory T-cell signaling in the presence of an inhibitory signal. Principal",phs000773.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000773,"Winnie Liang, PhD;Aleksandar Sekulic, MD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),,,2017-06-12,GRU-MDS,RNA-Seq;Seq_DNA_SNP_CNV;WGS,Case Set,Sezary Syndrome,3.0,7.0,,,High-Throughput Nucleotide Sequencing,"CTCL / Sezary syndrome; Erythroderma, Sezary; Lymphoma, Sezary's; SC)zary syndrome; SEZARY SYNDROME, SOMATIC; SS"
Molecular Evolution of Cancer,"Recently developed methods that utilize partitioning of long genomic DNA fragments, and barcoding of shorter fragments derived from them, have succeeded in retaining long-range information in short sequencing reads. These  so-called read cloud approaches represent a powerful, accurate, and cost-effective alternative to single-molecule long-read sequencing. We developed",phs001255.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001255,"Arend Sidow, PhD",Ian Fingerman,Division of Cancer Biology (DCB),,R01CA183904,2017-06-09,DS-BRCA-MDS,WGS,Tumor vs. Matched-Normal,Liposarcoma,1.0,8.0,,,,"DDLPS; DDLS; Dedifferentiated Liposarcomas; Liposarcoma, Dedifferentiated; dedifferentiated liposarcoma"
Genetic Analysis of Tumor Samples,"Antibody blockade of the inhibitory CTLA-4 pathway has led to clinical benefit in a subset of patients with metastatic melanoma. Anti-CTLA-4 enhances T cell responses, including production of IFN-&#x003b3;, which  is a critical cytokine for host immune responses. However, the role of IFN-&#x003b3; signaling in tumor cells in the setting of anti-CTLA-4 therapy",phs001257.v2.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001257,"Andy Futreal, PhD;Jennifer Wargo, MD",Ian Fingerman,Division of Cancer Biology (DCB),27667683,5U54CA163125-04,2017-04-12,DS-M-PUB-NPU,WXS,Case Set,Melanoma,22.0,44.0,,ADAR;CNTFR;CREB1;CSF2RA;CSF3R;F3;IFI6;IRF8;IFI16;IFI27;IFI35;IFIT2;IFIT1;IFIT3;IFNA1;IFNA2;IFNA4;IFNA5;IFNA6;IFNA8;IFNA14;IFNA21;IFNAR1;IFNAR2;IFNB1;IFNG;IFNGR1;IFNGR2;IFNW1;IFRD1;IL2RB;IL2RG;IL3RA;IL4R;IL5RA;IL6;IL6R;IL7R;IL9R;IL10RA;IL10RB;IL11RA;IL12A;IL12B;IL13RA1;IL15;CXCL10;IRF1;IRF2;IRF3;IRF4;IRF5;IRF6;IRF7;JAK1;JAK2;LEPR;MPL;MX1;OAS1;PIK3CA;SP110;PRKCD;PSME1;STAT1;STAT2;STAT3;STAT4;TYK2;IFRD2;IFITM1;PIAS1;SOCS1;SOCS3;ISG15;EBI3;IRF9;IFI30;CREB3;IFI44;IFITM2;IFI44L;IRF2BP1;TBX21;IL21R;PIAS4;IL20RA;IL20RB;IFNK;CRLF2;IFIH1;IL22RA2;IL31RA;PYHIN1;IL28RA;IL28A;IL29;IFNE;IRGM;IRF2BP2;IFIT1B,,"Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas"
Thoracic Patient-Derived Xenografts,"Targeted capture sequencing of 341 cancer associated genes in thoracic patient-derived xenografts. Principal Investigator: John Thomas Poirier, PhD, Memorial Sloan Kettering Cancer Center, New York, NY, USA Funding Source: P01  CA129243-09, National Institutes of Health, Bethesda, MD, USA",phs001192.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001192,"John Thomas Poirier, PhD",Tamara Walton,Division of Cancer Treatment and Diagnosis (DCTD),,P01 CA129243-09,2017-04-11,DS-LC-PUB-NPU,Targeted-Capture,Case Set,Lung Neoplasms,1.0,4.0,,,,Lung Tumor; Lung cancer; Lung neoplasm; Lung tumour; Neoplasm of Lung; Neoplasm of the Lung
Gastric Cancer Genetic Analysis of Metastasis,"To identify candidate drivers involved in oncogenesis and tumor evolution, we conducted an extensive genome sequencing analysis of metastatic progression in diffuse gastric cancer. This involved a comparison between a  primary tumor from a Hereditary Diffuse Gastric Cancer Syndrome proband and its subsequent recurrence as an ovarian metastasis. Principal",phs000795.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000795,"Hanlee Ji, MD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),25315765,5R33CA174575,2017-04-11,NRUP;HMB-PUB-MDS,WXS;WGS,Case-Control,Stomach Neoplasms,17.0,6.0,,,Krukenberg Tumor,"Krukenberg Tumor; Carcinoma, Krukenberg; Krukenbergâs tumor; Krukenbergâs tumour; Krukenberg Carcinoma; Krukenberg Neoplasm"
NCI Lung Cancer and Smoking Phenotypes in African-American Subjects,"This is a two-stage case-control study designed to evaluate the association between common genetic variants and the risk of lung cancer. The stage 1 studies included 1737 cases and 3602  controls from the following studies: MD Anderson Lung Cancer Epidemiology Study, The Multiethnic Cohort Study (MEC), NCI-MD Lung Cancer-Case Control",phs001210.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001210,Curtis C. Harris;Stephen J. Chanock;Krista A. Zanetti;Zhaoming Wang,Geoffrey Tobias,Division of Cancer Epidemiology and Genetics (DCEG),27393504,,2017-04-07,DS-CA;DS-CA-PUB-NPU-RD;DS-CA-MDS;GRU;GRU-IRB,Array_SNP,Case-Control;Longitudinal Cohort,Lung Neoplasms,5339.0,5644.0,,,,Lung Tumor; Lung cancer; Lung neoplasm; Lung tumour; Neoplasm of Lung; Neoplasm of the Lung
Chemosensitive Relapse in Small Cell Lung Cancer Patient-Derived    Xenografts,"Genetic and epigenetic analysis of patient-derived xenograft models of acquired chemoresistance in small cell lung cancer. Principal Investigator: John Thomas Poirier, PhD, Memorial Sloan Kettering Cancer Center, New York, NY,  USA Funding Source: R01 CA197936, National Institutes of Health, Bethesda, MD, USA",phs001249.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001249,"John Thomas Poirier, PhD",Tamara Walton,Division of Cancer Treatment and Diagnosis (DCTD),,R01 CA197936,2017-04-03,HMB-PUB,RNA-Seq;ChIP-Seq;WXS;WGS,Case Set,Lung Neoplasms,10.0,110.0,,,,Lung Tumor; Lung cancer; Lung neoplasm; Lung tumour; Neoplasm of Lung; Neoplasm of the Lung
Glioma International Case Control Study (GICC),"The main goals of the GICC Study were: 1) to identify novel genetic risk variants for glioma, as well as validate variants implicated by previous genome-wide association studies of glioma;  and 2) to explore biologically relevant gene-gene and gene-environment interactions in glioma susceptibility. The GICC Study includes participants",phs001319.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001319,"Melissa L. Bondy, PhD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),26656478;28346443,R01CA139020,2017-03-31,DS-CA;DS-GLRC;GRU-COL;DS-BT;GRU;DS-GL;DS-GL-PUB,Array_SNP,Case-Control,Glioma,7566.0,7566.0,,,,Glial Cell Tumor; Glial Cell Tumors; Glial Neoplasm; Glial Tumor; Neoplasm of Neuroglia; Neoplasm of the Neuroglia
Single-Cell DNA and RNA Sequencing over A 29-Year Period of A CLL Patient,"Chronic lymphocytic leukemia (CLL) is a frequent B-cell malignancy characterized by recurrent somatic chromosome alterations and a low level of point mutations. Here we present single nucleotide polymorphism (SNP) microarray  analyses of a single CLL patient over 29-years of observation and treatment, and transcriptome and whole genome sequencing at selected timepoints. We",phs001181.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001181,"Michael Dean, PhD",Geoffrey Tobias,Division of Cancer Epidemiology and Genetics (DCEG),,HHSN261200800001E;CXZZ20150330171838997;ZDSYS20140509153457495;JSGG20140702161347218,2017-03-24,DS-CA-MDS,RNA-Seq;WGS;Array_SNP,Case Set,"Leukemia, Lymphocytic, Chronic, B-Cell",1.0,16.0,,FOS;JUN;KLF4,,"B Cell CLL; B Cell Chronic Lymphocytic Leukemia; B Cell Leukemia, Chronic; B Cell Lymphocytic Leukemia; B Cell Malignancy, Low Grade; B Lymphocytic Leukemia, Chronic"
